symbol,name,price,exchange,exchangeShortName,type
"KOCG","FIS Knights of Columbus Global Belief ETF","26.125","New York Stock Exchange Arca","AMEX","etf",
"3071.HK","CICC HKD Money Market ETF","1080.6","HKSE","HKSE","etf",
"DJIA","Global X Dow 30 Covered Call ETF","22","New York Stock Exchange Arca","AMEX","etf",
"VSC.TO","Vanguard Canadian Short-Term Corporate Bond Index ETF","23.42","Toronto Stock Exchange","TSX","etf",
"KTKSENSEX.BO","Kotak Mahindra Mutual Fund - Kotak Sensex ETF","77.2","Bombay Stock Exchange","BSE","etf",
"307520.KS","Mirae Asset Management - Tiger Holding Company","10755","KSE","KSC","etf",
"NEAR","iShares Short Maturity Bond ETF","50.095","BATS","ETF","etf",
"XQUE.MI","Xtrackers ESG USD Emerging Markets Bond Quality Weighted UCITS ETF","8.412","Milan","MIL","etf",
"BKLN","Invesco Senior Loan ETF","21.16","New York Stock Exchange Arca","AMEX","etf",
"INRG.SW","iShares Global Clean Energy UCITS ETF","8.283","Swiss Exchange","SIX","etf",
"ESGX.DE","Invesco Markets II plc - Invesco MSCI Europe Ex UK ESG Universal Screened UCITS ETF","58.44","Frankfurt Stock Exchange","XETRA","etf",
"UBR","ProShares Ultra MSCI Brazil Capped","21.6157","New York Stock Exchange Arca","AMEX","etf",
"JCSA.L","JPM RMB Ultra-Short Income UCITS ETF","89.795","London Stock Exchange","LSE","etf",
"SRWE.L","Leverage Shares -3x Short ARK NextGen Internet ETC","0.37195","London Stock Exchange","LSE","etf",
"ONEV","SPDR Russell 1000 Low Volatility Focus ETF","118.739","New York Stock Exchange Arca","AMEX","etf",
"FGRO","Fidelity Growth Opportunities ETF","21.07","BATS","ETF","etf",
"BCS3.L","Leverage Shares 3x Barclays ETP","0.8755","London Stock Exchange","LSE","etf",
"AFLG","First Trust Active Factor Large Cap ETF","31.16","New York Stock Exchange Arca","AMEX","etf",
"GLOV","Goldman Sachs ActiveBeta(R) World Low Vol Plus Equity ETF","46.67","BATS","ETF","etf",
"TECL","Direxion Daily Technology Bull 3X Shares","84.96","New York Stock Exchange Arca","AMEX","etf",
"TSGB.L","VanEck Vectors ETFs N.V. - VanEck Vectors Sustainable World Equal Weight UCITS ETF","26.7862","London Stock Exchange","LSE","etf",
"XX25.L","Xtrackers FTSE China 50 UCITS ETF","2139.755","London Stock Exchange","LSE","etf",
"MXUD.L","Invesco MSCI USA UCITS ETF","71.885","London Stock Exchange","LSE","etf",
"IUCM.L","iShares V PLC - iShares S&P 500 Communication Sector UCITS ETF","9.645","London Stock Exchange","LSE","etf",
"MIDD.L","iShares FTSE 250 UCITS ETF","1926.6","London Stock Exchange","LSE","etf",
"XCTE.F","Xtrackers Harvest MSCI China Tech 100 UCITS ETF","24.325","Frankfurt Stock Exchange","XETRA","etf",
"XSTC.L","Xtrackers MSCI USA Information Technology UCITS ETF","7949","London Stock Exchange","LSE","etf",
"HPYT.TO","Harvest Premium Yield Treasury ETF","10.95","Toronto Stock Exchange","TSX","etf",
"OIL3.L","UBS AG","92.025","London Stock Exchange","LSE","etf",
"291630.KS","Kiwoom Asset Management - Kosef Kosdaq 150 Futures Leverage ETF","5475","KSE","KSC","etf",
"PABW.PA","Amundi Index Solutions - Amundi MSCI World Climate Paris Aligned Pab","71.797","Paris","EURONEXT","etf",
"XCD.TO","iShares S&P Global Consumer Discretionary Index ETF (CAD-Hedged)","52.45","Toronto Stock Exchange","TSX","etf",
"PR1R.DE","Amundi Index Solutions - Amundi Prime Euro Govies UCITS ETF DR","16.9295","Frankfurt Stock Exchange","XETRA","etf",
"TYBS","Direxion Daily 20+ Year Treasury Bear 1X Shares","13.84","New York Stock Exchange Arca","AMEX","etf",
"SIHY","Harbor Scientific Alpha High-Yield ETF","44.93","New York Stock Exchange Arca","AMEX","etf",
"SILV.L","Global X Silver Miners UCITS ETF","14.4854","London Stock Exchange","LSE","etf",
"CHAD","Direxion Daily CSI 300 China A Share Bear 1X Shares","19.39","New York Stock Exchange Arca","AMEX","etf",
"3XFE.L","Leverage Shares 3x Long Financials ETC","3.44905","London Stock Exchange","LSE","etf",
"18M2.DE","Amundi ETF MSCI EMU High Dividend UCITS ETF","160.04","Frankfurt Stock Exchange","XETRA","etf",
"GRNR","Global X Green Building ETF","22.83","NASDAQ Global Market","NASDAQ","etf",
"136340.KS","KStar Credit Bond ETF (Bond)","105415","KSE","KSC","etf",
"W1TA.DE","WisdomTree Battery Solutions UCITS ETF","28.73","Frankfurt Stock Exchange","XETRA","etf",
"MDBE.SW","UBS (Lux) Fund Solutions – Sustainable Development Bank Bonds UCITS ETF","9.6526","Swiss Exchange","SIX","etf",
"ITKY.L","iShares MSCI Turkey UCITS ETF","1771.4","London Stock Exchange","LSE","etf",
"DFSE","Dimensional Emerging Markets Sustainability Core 1 ETF","33.15","New York Stock Exchange Arca","AMEX","etf",
"XUCD.DE","Xtrackers MSCI USA Consumer Discretionary UCITS ETF","66.08","Frankfurt Stock Exchange","XETRA","etf",
"SC0Q.F","Invesco STOXX Europe 600 Optimised Telecommunications UCITS ETF","87","Frankfurt Stock Exchange","XETRA","etf",
"3LDE.L","WisdomTree DAX 3x Daily Leveraged","25462","London Stock Exchange","LSE","etf",
"MACG.L","BlackRock ESG Multi-Asset Conservative Portfolio UCITS ETF","5.028","London Stock Exchange","LSE","etf",
"BPRF.TO","Brompton Flaherty & Crumrine Investment Grade Preferred ETF","22.4","Toronto Stock Exchange","TSX","etf",
"TRD3.DE","Invesco US Treasury Bond 1-3 Year UCITS ETF","35.851","Frankfurt Stock Exchange","XETRA","etf",
"FSMF.L","Fidelity Sustainable Global Corporate Bond Multifactor UCITS ETF","4.0965","London Stock Exchange","LSE","etf",
"LCVB.F","Lyxor Index Fund - Lyxor EuroMTS Covered Bond Aggregate UCITS ETF","120.18","Frankfurt Stock Exchange","XETRA","etf",
"EVSTC","Eaton Vance Stock NextShares","99.96","NASDAQ Global Market","NASDAQ","etf",
"FMDE","Fidelity Covington Trust - Enhanced Mid Cap ETF","29.3","New York Stock Exchange Arca","AMEX","etf",
"LCOR.L","WisdomTree Corn 2x Daily Leveraged","1.7","London Stock Exchange","LSE","etf",
"QAI","IQ Hedge Multi-Strategy Tracker ETF","30.88","New York Stock Exchange Arca","AMEX","etf",
"UC81.L","UBS(Lux)Fund Solutions – Bloomberg Barclays US Liquid Corporates 1-5 Year UCITS ETF(USD)A-dis","1080.25","London Stock Exchange","LSE","etf",
"FMAX.TO","Hamilton U.S. Financials Yield Maximizer ETF","16.925","Toronto Stock Exchange","TSX","etf",
"KLWD.L","WisdomTree Cloud Computing UCITS ETF","2350","London Stock Exchange","LSE","etf",
"ASMF","Virtus ETF Trust II","25.17","New York Stock Exchange Arca","AMEX","etf",
"OIL","iPath Pure Beta Crude Oil ETN","28.42","New York Stock Exchange Arca","AMEX","etf",
"QLVE","FlexShares Emerging Markets Quality Low Volatility Index Fund","24.66","New York Stock Exchange Arca","AMEX","etf",
"QGTA","IQ Leaders GTAA Tracker ETF","23.9624","New York Stock Exchange Arca","AMEX","etf",
"PE500.PA","Amundi ETF PEA S&P 500 UCITS ETF EUR","40.95","Paris","EURONEXT","etf",
"HEFV","iShares Edge MSCI Min Vol EAFE CcyH ETF","27.6","BATS","ETF","etf",
"FLHK","Franklin FTSE Hong Kong ETF","17.6","New York Stock Exchange Arca","AMEX","etf",
"ECCY","Eagle Point Credit Company Inc. 6.75% NT DE 2027","25.19","New York Stock Exchange","NYSE","etf",
"JEPY","Tidal Trust II","15.99","New York Stock Exchange Arca","AMEX","etf",
"WVAL.L","SPDR MSCI World Value UCITS ETF","31.155","London Stock Exchange","LSE","etf",
"EWJ","iShares MSCI Japan ETF","68.73","New York Stock Exchange Arca","AMEX","etf",
"UIM3.DE","UBS (Lux) Fund Solutions – FTSE 100 UCITS ETF","90.45","Frankfurt Stock Exchange","XETRA","etf",
"ECBI.F","SI UCITS ETF - UC MSCI European Green Bond EUR UCITS ETF Acc EUR","84.7","Frankfurt Stock Exchange","XETRA","etf",
"SC01.F","Invesco STOXX Europe 600 Optimised Construction & Materials UCITS ETF","484.65","Frankfurt Stock Exchange","XETRA","etf",
"EIBX.DE","Invesco Euro Government Bond 7-10 Year UCITS ETF","32.095","Frankfurt Stock Exchange","XETRA","etf",
"KGRO","KraneShares China Innovation ETF","12.48","New York Stock Exchange Arca","AMEX","etf",
"TAPR","Barclays Inverse US Treasury Composite ETN","93.01","BATS","ETF","etf",
"EXI5.DE","iShares STOXX Europe 600 Real Estate UCITS ETF (DE)","13.972","Frankfurt Stock Exchange","XETRA","etf",
"JGHY.L","JPMorgan ETFs (Ireland) ICAV Global High Yield Corporate Bond Multi-Factor UCITS ETF","109.6575","London Stock Exchange","LSE","etf",
"FMAR","FT Cboe Vest U.S. Equity Buffer ETF - March","39.97","BATS","ETF","etf",
"HTFA","Horizon Technology Finance Corporation 6.25% NT 22","25.15","New York Stock Exchange","NYSE","etf",
"AFTY","Pacer CSOP FTSE China A50 ETF","14.3499","New York Stock Exchange Arca","AMEX","etf",
"PHAU.L","WisdomTree Physical Gold","214.45","London Stock Exchange","LSE","etf",
"JHDV","John Hancock U.S. High Dividend ETF","33.4767","New York Stock Exchange Arca","AMEX","etf",
"DFND","Siren DIVCON Dividend Defender ETF","39.3","BATS","ETF","etf",
"VAB.TO","Vanguard Canadian Aggregate Bond Index ETF","22.57","Toronto Stock Exchange","TSX","etf",
"XBCD.DE","Xtrackers II - iBoxx Germany Covered Bond Swap UCITS ETF","191.38","Frankfurt Stock Exchange","XETRA","etf",
"DGRE.MI","WisdomTree US Qual Div UCITS ET","16.654","Milan","MIL","etf",
"IHYF","Invesco High Yield Bond Factor ETF","22.1837","NASDAQ Global Market","NASDAQ","etf",
"MTDD.DE","MULTI-UNITS LUXEMBOURG - Lyxor Euro Government Bond 7-10Y (DR) UCITS ETF","151.325","Frankfurt Stock Exchange","XETRA","etf",
"XUHC.L","Xtrackers MSCI USA Health Care UCITS ETF","58.84","London Stock Exchange","LSE","etf",
"SLQX.DE","Expat Slovenia SBI Top UCITS ETF","1.601","Frankfurt Stock Exchange","XETRA","etf",
"USUE.DE","UBS (Irl) ETF plc - MSCI USA Select Factor Mix UCITS ETF (USD) A-acc","32.435","Frankfurt Stock Exchange","XETRA","etf",
"3KWB.L","Leverage Shares 3x Long China Tech ETC","21.179","London Stock Exchange","LSE","etf",
"V3AB.L","Vanguard Funds Public Limited Company - Vanguard ESG Global All Cap UCITS ETF","4.7015","London Stock Exchange","LSE","etf",
"NVIR","Horizon Kinetics Energy Remediation ETF","28.01","New York Stock Exchange Arca","AMEX","etf",
"FCG","First Trust Natural Gas ETF","26.46","New York Stock Exchange Arca","AMEX","etf",
"PFIX","Simplify Interest Rate Hedge ETF","47.36","New York Stock Exchange Arca","AMEX","etf",
"IUSE.L","iShares V PLC - iShares S&P 500 EUR Hedged UCITS ETF (Acc)","112.15","London Stock Exchange","LSE","etf",
"IIND.AX","BetaShares India Quality ETF","12.05","Australian Securities Exchange","ASX","etf",
"NDQ.AX","BetaShares NASDAQ 100 ETF","43.32","Australian Securities Exchange","ASX","etf",
"YGOG.NE","Alphabet (GOOGL) Yield Shares Purpose ETF","35.62","Cboe CA","NEO","etf",
"XESE.L","Xtrackers MSCI Emerging Markets ESG UCITS ETF","35.38","London Stock Exchange","LSE","etf",
"TRTY","Cambria Trinity ETF","25.834","BATS","ETF","etf",
"FFLG","Fidelity Covington Trust - Fidelity Fundamental Large Cap Growth ETF","22.985","Cboe US","ETF","etf",
"AEMD.DE","Amundi Index Solutions - Amundi Index MSCI Emerging Markets","49.63","Frankfurt Stock Exchange","XETRA","etf",
"PASI.PA","Lyxor PEA Chine (MSCI China) UCITS ETF","8.173","Paris","EURONEXT","etf",
"EUHI.DE","PIMCO ETFs plc PIMCO Euro Short-Term High Yield Corporate Bond UCITS ETF","9.2174","Frankfurt Stock Exchange","XETRA","etf",
"VDF3.L","Leverage Shares 3x Vodafone ETP","0.773","London Stock Exchange","LSE","etf",
"HSXE.L","HSBC ETFS PLC HSBC EUROPE EX UK","13.67","London Stock Exchange","LSE","etf",
"HYDR","Global X Hydrogen ETF","6.24","NASDAQ Global Market","NASDAQ","etf",
"CAOS","EA Series Trust - Alpha Architect Tail Risk ETF","84.7092","CBOE BZX","CBOE","etf",
"VJPN.DE","Vanguard FTSE Japan UCITS ETF","33.635","Frankfurt Stock Exchange","XETRA","etf",
"AIGG.L","WisdomTree Grains","3.983","London Stock Exchange","LSE","etf",
"DAPP.MI","VanEck Crypto & Blockchain Innovators UCITS ETF","7.123","Milan","MIL","etf",
"IWO","iShares Russell 2000 Growth ETF","259.4","New York Stock Exchange Arca","AMEX","etf",
"CGBL","Capital Group Core Balanced ETF","29.26","New York Stock Exchange Arca","AMEX","etf",
"227540.KS","Mirae Asset Tiger 200 Health Care ETF","17525","KSE","KSC","etf",
"NBDS","Neuberger Berman Disrupters ETF","29.4209","New York Stock Exchange Arca","AMEX","etf",
"CAVE.L","VanEck Smart Home Active UCITS ETF","12.782","London Stock Exchange","LSE","etf",
"1SE.L","LS 1x Sea Tracker ETC","0.6382","London Stock Exchange","LSE","etf",
"WWTU.L","UBS AG, London Branch BLBG CMCI CMPNTS USD TT RTN WHT ETC","35.995","London Stock Exchange","LSE","etf",
"EFIW.L","Invesco Goldman Sachs Equity Factor Index World UCITS ETF","182.195","London Stock Exchange","LSE","etf",
"NGAS.L","WisdomTree Natural Gas","10.085","London Stock Exchange","LSE","etf",
"BLUM.DE","Rize UCITS ICAV - Rize Medical Cannabis and Life Sciences UCITS ETF","1.8746","Frankfurt Stock Exchange","XETRA","etf",
"ITDH","iShares Trust","29.94","New York Stock Exchange Arca","AMEX","etf",
"SAMT","Strategas Macro Thematic Opportunities ETF","25.76","New York Stock Exchange Arca","AMEX","etf",
"TWIO","Trajan Wealth Income Opportunities ETF","8.97","New York Stock Exchange Arca","AMEX","etf",
"JCSA.MI","JPM RMB Ultra-Short Income UCITS ETF","84.2","Milan","MIL","etf",
"LEMD.L","Lyxor MSCI Emerging Markets UCITS ETF","13.17125","London Stock Exchange","LSE","etf",
"ZPDF.DE","SPDR S&P U.S. Financials Select Sector UCITS ETF","44.37","Frankfurt Stock Exchange","XETRA","etf",
"XSMH.TO","iShares S&P U.S. Small-Cap Index ETF (CAD-Hedged)","26.6","Toronto Stock Exchange","TSX","etf",
"ESGE","iShares ESG Aware MSCI EM ETF","33.12","NASDAQ Global Market","NASDAQ","etf",
"VCB.TO","Vanguard Canadian Corporate Bond Index ETF","23.42","Toronto Stock Exchange","TSX","etf",
"JE13.L","JPMorgan ETFs (Ireland) ICAV - BetaBuilders EUR Govt Bond 1-3 yr UCITS ETF","95.2225","London Stock Exchange","LSE","etf",
"CSBGC7.SW","iShares Swiss Domestic Government Bond 3-7 ETF (CH)","73.786","Swiss Exchange","SIX","etf",
"ELFW.DE","Deka MSCI World UCITS ETF","32.889","Frankfurt Stock Exchange","XETRA","etf",
"RTLA","iPath Long Extended Russell 2000TR ETN","209.9","New York Stock Exchange Arca","AMEX","etf",
"BRTR","BlackRock Total Return ETF","49.92","Nasdaq","NASDAQ","etf",
"TCEP.L","Tabula European Performance Credit UCITS ETF (EUR)","107.02","London Stock Exchange","LSE","etf",
"2MSF.L","Leverage Shares 2x Microsoft ETC A","2400.5","London Stock Exchange","LSE","etf",
"ANGL","VanEck Fallen Angel High Yield Bond ETF","28.46","NASDAQ Global Market","NASDAQ","etf",
"VLUU.DE","BNP Paribas Easy ESG Equity Low Vol US","175.96","Frankfurt Stock Exchange","XETRA","etf",
"CB5.PA","Amundi ETF MSCI Europe Banks UCITS ETF","128.28","Paris","EURONEXT","etf",
"XCS4.L","Xtrackers MSCI Thailand UCITS ETF","18.87","London Stock Exchange","LSE","etf",
"SPPE.DE","SPDR S&P 500 UCITS ETF","13.2075","Frankfurt Stock Exchange","XETRA","etf",
"0XC5.L","EasyETF - BNP Paribas Easy S&P 500 UCITS ETF","15.33882","London Stock Exchange","LSE","etf",
"PLRG","Principal US Large-Cap Adaptive Multi-Factor ETF","25.695","BATS","ETF","etf",
"BMJJF","BMO Junior Gold Index ETF","53.905","Other OTC","PNK","etf",
"GOO3.L","Leverage Shares 3x Alphabet ETC","63.45","London Stock Exchange","LSE","etf",
"LCUK.L","Lyxor Core UK Equity All Cap (DR) UCITS ETF","11.6207","London Stock Exchange","LSE","etf",
"XVZ","iPath S&P 500 Dynamic VIX ETN","38.385","BATS","ETF","etf",
"DBV","Invesco DB G10 Currency Harvest Fund","25.41","New York Stock Exchange Arca","AMEX","etf",
"ARKG","ARK Genomic Revolution ETF","25.27","BATS","ETF","etf",
"QPFF","American Century Quality Preferred ETF","36.2764","BATS","ETF","etf",
"IDBIGOLD.NS","IDBI MF Gold ETF","5415","National Stock Exchange of India","NSE","etf",
"MLPI","UBS ETRACS Alerian MLP Infrastructure Index ETN","11.28","New York Stock Exchange Arca","AMEX","etf",
"XSP.TO","iShares Core S&P 500 Index ETF (CAD-Hedged)","56.13","Toronto Stock Exchange","TSX","etf",
"HISA.NE","High Interest Savings Account Fund","50.06","NEO","NEO","etf",
"FTGU.DE","First Trust US Large Cap Core AlphaDEX UCITS ETF","72.89","Frankfurt Stock Exchange","XETRA","etf",
"HUBL.TO","Harvest US Bank Leaders Income ETF Class A","11.83","Toronto Stock Exchange","TSX","etf",
"URNU.L","Global X Etfs Icav - Global X Uranium Ucits ETF","16.59","London Stock Exchange","LSE","etf",
"V20A.F","Vanguard LifeStrategy 20% Equity UCITS ETF","22.36","Frankfurt Stock Exchange","XETRA","etf",
"PIFI","ClearShares Piton Intermediate Fixed Income ETF","91.88","New York Stock Exchange Arca","AMEX","etf",
"OM3Y.DE","iShares MSCI EM IMI ESG Screened UCITS ETF","5.342","Frankfurt Stock Exchange","XETRA","etf",
"CGUS","Capital Group Core Equity ETF","31.62","New York Stock Exchange Arca","AMEX","etf",
"JPEA.L","iShares J.P. Morgan $ EM Bond UCITS ETF","5.461","London Stock Exchange","LSE","etf",
"JPGB.L","WisdomTree Short JPY Long GBP","6523","London Stock Exchange","LSE","etf",
"NUSA","Nuveen Enhanced Yield 1-5 Year U.S. Aggregate Bond ETF","22.805","New York Stock Exchange Arca","AMEX","etf",
"XDG6.MI","Xtrackers MSCI Global SDG 6 Clean Water & Sanitation UCITS ETF","34.94","Milan","MIL","etf",
"LYMATW.SW","Lyxor MSCI World Materials TR UCITS ETF","516.2","Swiss Exchange","SIX","etf",
"COMMOIETF.BO","ICICI Prudential Nifty Commodities ETF","91.3","Bombay Stock Exchange","BSE","etf",
"BND","Vanguard Total Bond Market Index Fund","71.72","NASDAQ Global Market","NASDAQ","etf",
"ASIG.AS","iShares $ Asia Investment Grade Corp Bond UCITS ETF","4.8813","Amsterdam","EURONEXT","etf",
"RESD","WisdomTree International ESG Fund","29.275","BATS","ETF","etf",
"157500.KS","Mirae Asset TIGER Securities ETF","4850","KSE","KSC","etf",
"LYPF.DE","Lyxor MSCI World Industrials TR UCITS ETF","440.3","Frankfurt Stock Exchange","XETRA","etf",
"HOD.TO","BetaPro Crude Oil Inverse Leveraged Daily Bear ETF","7.435","Toronto Stock Exchange","TSX","etf",
"0Y8Z.L","iShares VII plc - iShares Core MSCI EMU UCITS ETF","6.863","London Stock Exchange","LSE","etf",
"CLIA","Veridien Climate Action ETF","20.3751","New York Stock Exchange Arca","AMEX","etf",
"EDMU.SW","iShares MSCI USA ESG Enhanced UCITS ETF","9.584","Swiss Exchange","SIX","etf",
"WNDY.L","Global X Wind Energy UCITS ETF","9.986","London Stock Exchange","LSE","etf",
"FXO","First Trust Financials AlphaDEX Fund","45.86","New York Stock Exchange Arca","AMEX","etf",
"CSSX5E.SW","iShares VII PLC - iShares Core EURO STOXX 50 UCITS ETF","183.94","Swiss Exchange","SIX","etf",
"FRXD.L","Franklin LibertyQ European Dividend UCITS ETF","28.03","London Stock Exchange","LSE","etf",
"83147.HK","CSOP SZSE ChiNext ETF","6.19","HKSE","HKSE","etf",
"ESIC.F","iShares MSCI Europe Consumer Discretionary Sector UCITS ETF","6.698","Frankfurt Stock Exchange","XETRA","etf",
"ACSG","Xtrackers MSCI ACWI ex USA ESG Leaders Equity ETF","33.28","New York Stock Exchange Arca","AMEX","etf",
"XDEW.L","Xtrackers (IE) Plc - Xtrackers S&P 500 Equal Weight UCITS ETF 1C","88.49","London Stock Exchange","LSE","etf",
"GIQU.TO","Guardian i3 US Quality Growth ETF Hedged","26.62","Toronto Stock Exchange","TSX","etf",
"CSSLI.SW","iShares SLI ETF (CH)","210.45","Swiss Exchange","SIX","etf",
"KWBP.L","KraneShares CSI China Internet UCITS ETF","12.1939","London Stock Exchange","LSE","etf",
"BSCN","Invesco BulletShares 2023 Corporate Bond ETF","21.19","NASDAQ Global Market","NASDAQ","etf",
"SNAZ.DE","iShares V PLC - iShares J.P. Morgan $ EM Corp Bond UCITS ETF","4.6633","Frankfurt Stock Exchange","XETRA","etf",
"GAS.TO","Canadian Natural Gas ETF","4.05","Toronto Stock Exchange","TSX","etf",
"322130.KS","Kim Kindex Smart Low Volatility ETF","16415","KSE","KSC","etf",
"BSR","Northern Lights Fund Trust II - Beacon Selective Risk ETF","27.4578","New York Stock Exchange Arca","AMEX","etf",
"FNBT40.JO","FNB Top40 ETF","7095","Johannesburg","JNB","etf",
"EEDM.L","iShares MSCI EM ESG Enhanced UCITS ETF","5.095","London Stock Exchange","LSE","etf",
"EXXU.DE","iShares Dow Jones China Offshore 50 UCITS ETF (DE)","34.275","Frankfurt Stock Exchange","XETRA","etf",
