Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-07-01 00:00:00-04:00,1326.699951171875,1343.699951171875,1280.5999755859375,1281.300048828125,224607,0.0,0.0
2014-08-01 00:00:00-04:00,1284.0999755859375,1321.4000244140625,1272.0,1285.800048828125,9633,0.0,0.0
2014-09-01 00:00:00-04:00,1284.5,1286.4000244140625,1204.0,1210.5,27705,0.0,0.0
2014-10-01 00:00:00-04:00,1207.699951171875,1251.0,1161.4000244140625,1171.0999755859375,4510,0.0,0.0
2014-11-01 00:00:00-04:00,1166.4000244140625,1202.4000244140625,1133.0,1175.199951171875,299410,0.0,0.0
2014-12-01 00:00:00-05:00,1160.0,1238.0,1141.699951171875,1183.9000244140625,11140,0.0,0.0
2015-01-01 00:00:00-05:00,1184.0,1303.5,1169.5,1278.5,258615,0.0,0.0
2015-04-01 00:00:00-04:00,1182.9000244140625,1224.199951171875,1174.5999755859375,1182.4000244140625,7838,0.0,0.0
2015-05-01 00:00:00-04:00,1178.0999755859375,1228.0999755859375,1170.0,1189.4000244140625,258123,0.0,0.0
2015-06-01 00:00:00-04:00,1190.5999755859375,1204.0,1164.0,1171.5,6252,0.0,0.0
2015-07-01 00:00:00-04:00,1173.0999755859375,1173.0999755859375,1078.5999755859375,1094.9000244140625,216892,0.0,0.0
2015-08-01 00:00:00-04:00,1095.5,1169.0,1080.5,1131.5999755859375,13251,0.0,0.0
2015-09-01 00:00:00-04:00,1133.5,1155.9000244140625,1098.199951171875,1115.5,9119,0.0,0.0
2015-10-01 00:00:00-04:00,1115.199951171875,1189.0,1105.800048828125,1141.5,4321,0.0,0.0
2015-12-01 00:00:00-05:00,1064.5999755859375,1098.800048828125,1046.199951171875,1060.300048828125,10149,0.0,0.0
2016-01-01 00:00:00-05:00,1063.4000244140625,1125.699951171875,1063.199951171875,1116.4000244140625,229558,0.0,0.0
2016-02-01 00:00:00-05:00,1116.699951171875,1260.800048828125,1115.300048828125,1233.9000244140625,13930,0.0,0.0
2016-03-01 00:00:00-05:00,1240.5,1280.699951171875,1210.0,1234.199951171875,244751,0.0,0.0
2016-04-01 00:00:00-04:00,1232.300048828125,1295.5,1209.199951171875,1289.199951171875,9954,0.0,0.0
2016-06-01 00:00:00-04:00,1215.699951171875,1355.5999755859375,1205.4000244140625,1318.4000244140625,13380,0.0,0.0
2016-07-01 00:00:00-04:00,1324.5,1374.9000244140625,1312.800048828125,1349.0,281653,0.0,0.0
2016-08-01 00:00:00-04:00,1348.800048828125,1366.0,1306.300048828125,1306.9000244140625,11854,0.0,0.0
2016-09-01 00:00:00-04:00,1305.300048828125,1350.5,1301.5,1313.300048828125,18630,0.0,0.0
2016-10-01 00:00:00-04:00,1313.5,1316.800048828125,1248.9000244140625,1271.5,5775,0.0,0.0
2016-11-01 00:00:00-04:00,1279.300048828125,1318.5999755859375,1167.9000244140625,1170.800048828125,242622,0.0,0.0
2016-12-01 00:00:00-05:00,1172.699951171875,1186.699951171875,1123.9000244140625,1150.0,9972,0.0,0.0
2017-02-01 00:00:00-05:00,1211.9000244140625,1263.0999755859375,1197.9000244140625,1252.5999755859375,11087,0.0,0.0
2017-03-01 00:00:00-05:00,1247.800048828125,1257.699951171875,1196.199951171875,1247.300048828125,251026,0.0,0.0
2017-04-01 00:00:00-04:00,1247.5,1294.800048828125,1243.0,1266.0999755859375,9065,0.0,0.0
2017-05-01 00:00:00-04:00,1268.699951171875,1273.199951171875,1214.0,1272.0,404733,0.0,0.0
2017-06-01 00:00:00-04:00,1268.0,1295.199951171875,1238.0999755859375,1240.699951171875,8948,0.0,0.0
2017-07-01 00:00:00-04:00,1236.0,1270.800048828125,1208.5999755859375,1266.5999755859375,292633,0.0,0.0
2017-08-01 00:00:00-04:00,1268.4000244140625,1323.800048828125,1251.4000244140625,1316.199951171875,10098,0.0,0.0
2017-09-01 00:00:00-04:00,1320.199951171875,1355.800048828125,1277.0,1281.5,26808,0.0,0.0
2017-11-01 00:00:00-04:00,1272.199951171875,1296.199951171875,1265.300048828125,1273.199951171875,326214,0.0,0.0
2017-12-01 00:00:00-05:00,1274.0999755859375,1306.300048828125,1236.5,1306.300048828125,7596,0.0,0.0
2018-01-01 00:00:00-05:00,1302.300048828125,1362.4000244140625,1302.300048828125,1339.0,338322,0.0,0.0
2018-02-01 00:00:00-05:00,1343.800048828125,1361.4000244140625,1307.0,1315.5,10243,0.0,0.0
2018-03-01 00:00:00-05:00,1310.4000244140625,1354.4000244140625,1301.800048828125,1322.800048828125,356297,0.0,0.0
2018-05-01 00:00:00-04:00,1313.199951171875,1320.800048828125,1285.199951171875,1300.0999755859375,441893,0.0,0.0
2018-06-01 00:00:00-04:00,1298.5999755859375,1307.699951171875,1244.800048828125,1251.300048828125,5166,0.0,0.0
2018-08-01 00:00:00-04:00,1222.9000244140625,1223.699951171875,1161.4000244140625,1200.300048828125,5996,0.0,0.0
2018-09-01 00:00:00-04:00,1193.800048828125,1206.199951171875,1180.0,1191.5,23406,0.0,0.0
2018-10-01 00:00:00-04:00,1191.5999755859375,1238.5999755859375,1183.699951171875,1212.300048828125,4126,0.0,0.0
2018-11-01 00:00:00-04:00,1215.4000244140625,1236.0,1196.300048828125,1220.199951171875,304805,0.0,0.0
2018-12-01 00:00:00-05:00,1222.5,1281.300048828125,1221.300048828125,1278.300048828125,4402,0.0,0.0
2019-01-01 00:00:00-05:00,1286.0,1325.4000244140625,1275.300048828125,1319.699951171875,270998,0.0,0.0
2019-02-01 00:00:00-05:00,1320.300048828125,1344.0,1301.5999755859375,1312.800048828125,7989,0.0,0.0
2019-03-01 00:00:00-05:00,1312.199951171875,1322.9000244140625,1281.0,1293.0,295700,0.0,0.0
2019-04-01 00:00:00-04:00,1291.800048828125,1309.0999755859375,1266.0,1282.800048828125,6961,0.0,0.0
2019-05-01 00:00:00-04:00,1278.699951171875,1306.4000244140625,1266.5999755859375,1305.800048828125,248448,0.0,0.0
