Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-07-01 00:00:00-04:00,136.90625,139.09375,134.34375,137.40625,6710920,0.0,0.0
2014-08-01 00:00:00-04:00,137.3125,141.9375,136.78125,141.53125,8014195,0.0,0.0
2014-09-01 00:00:00-04:00,141.53125,141.5625,136.625,137.90625,2793319,0.0,0.0
2014-10-01 00:00:00-04:00,138.1875,148.0,137.84375,141.09375,10359074,0.0,0.0
2014-11-01 00:00:00-04:00,141.1875,144.28125,140.25,144.0625,6101991,0.0,0.0
2014-12-01 00:00:00-05:00,144.28125,147.9375,142.28125,144.5625,1259244,0.0,0.0
2015-01-01 00:00:00-05:00,144.34375,151.875,143.96875,151.28125,7946561,0.0,0.0
2015-04-01 00:00:00-04:00,164.03125,166.84375,158.25,159.59375,4744300,0.0,0.0
2015-05-01 00:00:00-04:00,159.6875,159.8125,151.125,157.1875,5650965,0.0,0.0
2015-06-01 00:00:00-04:00,156.53125,157.0,147.34375,150.84375,2127275,0.0,0.0
2015-07-01 00:00:00-04:00,150.5,156.65625,147.8125,155.9375,5448043,0.0,0.0
2015-08-01 00:00:00-04:00,156.40625,163.03125,155.21875,156.125,6156787,0.0,0.0
2015-09-01 00:00:00-04:00,155.5625,158.15625,151.78125,157.34375,3096199,0.0,0.0
2015-10-01 00:00:00-04:00,157.8125,160.625,155.65625,156.4375,4922709,0.0,0.0
2015-12-01 00:00:00-05:00,155.75,158.875,152.75,153.75,1032458,0.0,0.0
2016-01-01 00:00:00-05:00,153.4375,161.84375,153.28125,161.03125,5564271,0.0,0.0
2016-02-01 00:00:00-05:00,161.25,170.8125,160.46875,165.875,6795382,0.0,0.0
2016-03-01 00:00:00-05:00,165.96875,166.65625,161.53125,164.4375,1678447,0.0,0.0
2016-04-01 00:00:00-04:00,164.5625,167.1875,160.96875,163.3125,4422375,0.0,0.0
2016-06-01 00:00:00-04:00,164.34375,173.78125,164.1875,172.34375,2302864,0.0,0.0
2016-07-01 00:00:00-04:00,172.6875,177.34375,169.96875,174.4375,4732752,0.0,0.0
2016-08-01 00:00:00-04:00,174.5625,174.59375,170.21875,171.84375,5320418,0.0,0.0
2016-09-01 00:00:00-04:00,171.71875,172.9375,165.90625,168.15625,1928590,0.0,0.0
2016-10-01 00:00:00-04:00,168.4375,168.78125,161.65625,162.71875,5039670,0.0,0.0
2016-11-01 00:00:00-04:00,162.8125,164.96875,151.5,152.65625,7227916,0.0,0.0
2016-12-01 00:00:00-05:00,152.34375,152.9375,148.21875,150.65625,831201,0.0,0.0
2017-02-01 00:00:00-05:00,150.6875,153.65625,149.5,152.9375,5649146,0.0,0.0
2017-03-01 00:00:00-05:00,152.28125,152.4375,147.21875,150.84375,1958271,0.0,0.0
2017-04-01 00:00:00-04:00,150.96875,155.5,150.65625,152.96875,4611458,0.0,0.0
2017-05-01 00:00:00-04:00,152.96875,155.125,150.21875,155.125,6226772,0.0,0.0
2017-06-01 00:00:00-04:00,154.96875,157.875,153.5625,153.6875,2370863,0.0,0.0
2017-07-01 00:00:00-04:00,153.78125,154.96875,151.5625,152.96875,4668870,0.0,0.0
2017-08-01 00:00:00-04:00,152.9375,158.125,152.28125,157.375,5971877,0.0,0.0
2017-09-01 00:00:00-04:00,157.4375,159.5,152.03125,152.8125,2450041,0.0,0.0
2017-11-01 00:00:00-04:00,152.375,154.84375,151.96875,152.84375,6091502,0.0,0.0
2017-12-01 00:00:00-05:00,152.96875,155.65625,150.4375,153.0,1653122,0.0,0.0
2018-01-01 00:00:00-05:00,152.84375,152.90625,147.09375,147.8125,6642091,0.0,0.0
2018-02-01 00:00:00-05:00,148.03125,148.0625,142.4375,144.4375,8763397,0.0,0.0
2018-03-01 00:00:00-05:00,144.5,146.75,142.9375,146.625,2579369,0.0,0.0
2018-05-01 00:00:00-04:00,143.40625,146.71875,140.15625,146.0,7604505,0.0,0.0
2018-06-01 00:00:00-04:00,145.34375,145.5625,142.90625,145.0,2212562,0.0,0.0
2018-08-01 00:00:00-04:00,143.0,145.90625,141.84375,144.96875,6710512,0.0,0.0
2018-09-01 00:00:00-04:00,144.71875,144.875,139.53125,140.5,2700620,0.0,0.0
2018-10-01 00:00:00-04:00,140.28125,140.71875,136.5,138.125,10295194,0.0,0.0
2018-11-01 00:00:00-04:00,138.28125,140.96875,136.75,140.53125,8064057,0.0,0.0
2018-12-01 00:00:00-05:00,140.34375,146.28125,140.0625,146.0,2416639,0.0,0.0
2019-01-01 00:00:00-05:00,145.71875,148.84375,144.28125,146.6875,6427319,0.0,0.0
2019-02-01 00:00:00-05:00,146.8125,147.15625,144.875,145.125,5999032,0.0,0.0
2019-03-01 00:00:00-05:00,145.15625,150.65625,144.21875,149.65625,3194260,0.0,0.0
2019-04-01 00:00:00-04:00,149.65625,149.65625,145.96875,147.46875,4775866,0.0,0.0
2019-05-01 00:00:00-04:00,147.59375,154.65625,146.65625,154.375,7226223,0.0,0.0
2019-06-01 00:00:00-04:00,154.46875,156.53125,153.53125,155.59375,2299103,0.0,0.0
2019-07-01 00:00:00-04:00,155.0,157.0625,152.875,155.59375,5721229,0.0,0.0
2019-08-01 00:00:00-04:00,155.65625,167.5625,154.96875,166.0625,9882488,0.0,0.0
2019-10-01 00:00:00-04:00,162.5,165.21875,158.15625,161.375,6735907,0.0,0.0
2019-11-01 00:00:00-04:00,161.21875,161.6875,155.8125,159.75,6388441,0.0,0.0
2020-01-01 00:00:00-05:00,155.625,163.9375,155.15625,163.53125,7390852,0.0,0.0
2020-02-01 00:00:00-05:00,164.0625,172.0,160.46875,171.375,8804186,0.0,0.0
2020-04-01 00:00:00-04:00,179.90625,183.0625,177.4375,181.03125,4284829,0.0,0.0
2020-05-01 00:00:00-04:00,180.71875,182.46875,177.8125,180.0,5743445,0.0,0.0
2020-06-01 00:00:00-04:00,179.96875,180.40625,172.53125,178.5625,1902173,0.0,0.0
2020-07-01 00:00:00-04:00,178.46875,182.8125,177.1875,182.28125,5065233,0.0,0.0
2020-08-01 00:00:00-04:00,182.40625,183.1875,175.15625,177.375,7267686,0.0,0.0
2020-09-01 00:00:00-04:00,177.03125,180.1875,175.4375,176.28125,2276361,0.0,0.0
2020-10-01 00:00:00-04:00,176.09375,177.0,171.6875,172.46875,7667208,0.0,0.0
2020-12-01 00:00:00-05:00,173.84375,173.9375,170.3125,173.1875,2055886,0.0,0.0
2021-01-01 00:00:00-05:00,172.84375,173.34375,167.34375,168.71875,8029747,0.0,0.0
2021-02-01 00:00:00-05:00,169.25,169.375,157.71875,160.75,9763231,0.0,0.0
2021-03-01 00:00:00-05:00,162.03125,162.1875,153.90625,154.59375,3495771,0.0,0.0
